page,format,group,name,variant,description,item_code,dimensions,unit,skid_size,price,trade_price,unit_price,splitting_fee,delivery,raw
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALB2001272+Length,,NS-CSVALB2001272+Length,"12 in, 2 in",Linear Foot,,$24.96,,,70.0¢,41¢,NS-CSVALB2001272+Length 12 in 2 in $ 24.96 70.0¢ 41¢
29,natural_stone,ANTIQUE LIMESTONE,"Steps - Antiqued Top, Sawn Bottom, 3 sides rockfaced",NS-SGTSVAL1673,,NS-SGTSVAL1673,"36 in, 16 in, 7 in",,,$284.00,,,$6.00,$5.61,NS-SGTSVAL1673 36 in 16 in 7 in $ 284.00 $6.00 $5.61
29,natural_stone,ANTIQUE LIMESTONE,"Steps - Antiqued Top, Sawn Bottom, 3 sides rockfaced",NS-SGTSVAL1674,,NS-SGTSVAL1674,"48 in, 16 in, 7 in",,,$379.00,,,$8.00,$7.47,NS-SGTSVAL1674 48 in 16 in 7 in $ 379.00 $8.00 $7.47
29,natural_stone,ANTIQUE LIMESTONE,"Steps - Antiqued Top, Sawn Bottom, 3 sides rockfaced",NS-SGTSVAL1675,,NS-SGTSVAL1675,"60 in, 16 in, 7 in",,,$474.00,,,$10.00,$9.35,NS-SGTSVAL1675 60 in 16 in 7 in $ 474.00 $10.00 $9.35
29,natural_stone,ANTIQUE LIMESTONE,"Steps - Antiqued Top, Sawn Bottom, 3 sides rockfaced",NS-SGTSVAL1676,,NS-SGTSVAL1676,"72 in, 16 in, 7 in",,,$568.00,,,$12.00,$10.81,NS-SGTSVAL1676 72 in 16 in 7 in $ 568.00 $12.00 $10.81
29,natural_stone,ANTIQUE LIMESTONE,"Steps - Antiqued Top, Sawn Bottom, 3 sides rockfaced",NS-SGTSVAL1678,,NS-SGTSVAL1678,"96 in, 16 in, 7 in",,,$947.00,,,$16.00,$14.41,NS-SGTSVAL1678 96 in 16 in 7 in $ 947.00 $16.00 $14.41
29,natural_stone,BLACK LIMESTONE,Flagstone Square Cut - Top Natural bottom calibrated 4 sides sawn,NS-FSQBLN100+size,,NS-FSQBLN100+size,1 in,Square Foot,,$7.50,,,38.8¢,22¢,NS-FSQBLN100+size
29,natural_stone,BLACK LIMESTONE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides saw cut",NS-FSQBLN1001212+size,,NS-FSQBLN1001212+size,1 in,Square Foot,,$6.27,,,38.8¢,22¢,NS-FSQBLN1001212+size
29,natural_stone,BLACK LIMESTONE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides saw cut",NS-FSQBLN1001224+size,,NS-FSQBLN1001224+size,1 in,Square Foot,,$6.27,,,38.8¢,22¢,NS-FSQBLN1001224+size
29,natural_stone,BLACK LIMESTONE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides saw cut",NS-FSQBLN1001824+size,,NS-FSQBLN1001824+size,1 in,Square Foot,,$6.27,,,38.8¢,22¢,NS-FSQBLN1001824+size
29,natural_stone,BLACK LIMESTONE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides saw cut",NS-FSQBLN1002424+size,,NS-FSQBLN1002424+size,1 in,Square Foot,,$6.27,,,38.8¢,22¢,NS-FSQBLN1002424+size
29,natural_stone,BLACK LIMESTONE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides saw cut",NS-FSQBLN100CC+size,,NS-FSQBLN100CC+size,1 in,Square Foot,,$6.27,,,38.8¢,22¢,NS-FSQBLN100CC+size
29,natural_stone,BLACK LIMESTONE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides saw cut",NS-FSQBLN1252436+size,,NS-FSQBLN1252436+size,1.25 in,Square Foot,,$8.50,,,48.8¢,27¢,NS-FSQBLN1252436+size
29,natural_stone,BLACK LIMESTONE,"Coping - Top Natural, 1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED TO 1""",NS-CBLNRR2001248+Length,,NS-CBLNRR2001248+Length,"12 in, 2 in",Linear Foot,,$16.31,,,70.0¢,41¢,NS-CBLNRR2001248+Length 12 in 2 in $ 16.31 70.0¢ 41¢
29,natural_stone,BLACK LIMESTONE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBLNR20012+Length,,NS-CBLNR20012+Length,"12 in, 2 in",Linear Foot,,$14.48,,,70.0¢,41¢,NS-CBLNR20012+Length 12 in 2 in $ 14.48 70.0¢ 41¢
29,natural_stone,BLACK LIMESTONE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBLNR20014+Length,,NS-CBLNR20014+Length,"14 in, 2 in",Linear Foot,,$16.89,,,93.3¢,54¢,NS-CBLNR20014+Length 14 in 2 in $ 16.89 93.3¢ 54¢
29,natural_stone,BLACK LIMESTONE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBLNR20016+Length,,NS-CBLNR20016+Length,"16 in, 2 in",Linear Foot,,$19.30,,,93.3¢,54¢,NS-CBLNR20016+Length 16 in 2 in $ 19.30 93.3¢ 54¢
30,natural_stone,BLACK LIMESTONE,,NS-CBLNB20012+Length,,NS-CBLNB20012+Length,"12 in, 2 in",Linear Foot,,$24.89,,,70.0¢,41¢,NS-CBLNB20012+Length 12 in 2 in $ 24.89 70.0¢ 41¢
30,natural_stone,BLACK LIMESTONE,"Coping - Double Sided 14"" - Top Natural, bottom calibrated,2 long side ROCK FACED (2LSRF), other 2 sides sawn",NS-CBLNDSR20014+Length,,NS-CBLNDSR20014+Length,"14 in, 2 in",Linear Foot,,$18.19,,,82.2¢,48¢,NS-CBLNDSR20014+Length 14 in 2 in $ 18.19 82.2¢ 48¢
30,natural_stone,BLACK LIMESTONE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBKI1664,,NS-SGNTBKI1664,"48 in, 16 in, 6 in",Piece,,$227.00,,,$8.00,$6.42,NS-SGNTBKI1664 48 in 16 in 6 in $ 227.00 $8.00 $6.42
30,natural_stone,BLACK LIMESTONE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBKI1665,,NS-SGNTBKI1665,"60 in, 16 in, 6 in",Piece,,$284.00,,,$10.00,$8.01,NS-SGNTBKI1665 60 in 16 in 6 in $ 284.00 $10.00 $8.01
30,natural_stone,BLACK LIMESTONE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBKI1666,,NS-SGNTBKI1666,"72 in, 16 in, 6 in",Piece,,$340.00,,,$12.00,$9.61,NS-SGNTBKI1666 72 in 16 in 6 in $ 340.00 $12.00 $9.61
30,natural_stone,BLACK LIMESTONE,"Curbs / Step Fillers - Top Natural, bottom calibrated, 1 side rockfaced",NS-SGNTBKSF,,NS-SGNTBKSF,"46 in, 6 in, 6 in",Piece,,$113.25,,,$3.00,$2.95,NS-SGNTBKSF 46 in 6 in 6 in $ 113.25 $3.00 $2.95
30,natural_stone,BLACK LIMESTONE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-PCKBK24X24,,NS-PCKBK24X24,"24 in, 24 in, 3 in",Piece,,$124.00,,,$4.00,$2.40,NS-PCKBK24X24 24 in 24 in 3 in $ 124.00 $4.00 $2.40
30,natural_stone,BLACK LIMESTONE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-PCKBK28X28,,NS-PCKBK28X28,"28 in, 28 in, 3 in",Piece,,$168.78,,,$4.67,$3.27,NS-PCKBK28X28 28 in 28 in 3 in $ 168.78 $4.67 $3.27
30,natural_stone,BLACK PEARL GRANITE,"Flagstone Square Cut - Flamed Top, Sawn Bottom, 4 sides saw cut",NS-FSQBPGF100+size,,NS-FSQBPGF100+size,1 in,Square Foot,,$14.67,,,38.8¢,22¢,NS-FSQBPGF100+size
30,natural_stone,BLACK PEARL GRANITE,Coping - Coping/Edge Pavers 1in x 12 in x 4 ft,NS-CBPGFR10012+Length,,NS-CBPGFR10012+Length,"12 in, 1 in",Square Foot,,$19.94,,,70.0¢,41¢,NS-CBPGFR10012+Length 12 in 1 in $ 19.94 70.0¢ 41¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, 1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED to 1""",NS-CBPGFR20012+Length,,NS-CBPGFR20012+Length,"12 in, 2 in",Linear Foot,,$33.73,,,70.0¢,41¢,NS-CBPGFR20012+Length 12 in 2 in $ 33.73 70.0¢ 41¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBPGFR20012+Length,,NS-CBPGFR20012+Length,"12 in, 2 in",Linear Foot,,$30.87,,,70.0¢,41¢,NS-CBPGFR20012+Length 12 in 2 in $ 30.87 70.0¢ 41¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBPGFR20014+Length,,NS-CBPGFR20014+Length,"14 in, 2 in",Linear Foot,,$36.01,,,70.0¢,41¢,NS-CBPGFR20014+Length 14 in 2 in $ 36.01 70.0¢ 41¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBPGFR20016+Length,,NS-CBPGFR20016+Length,"16 in, 2 in",Linear Foot,,$41.16,,,93.3¢,54¢,NS-CBPGFR20016+Length 16 in 2 in $ 41.16 93.3¢ 54¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 4 sides sawn",NS-CBPGFSE20016+Length,,NS-CBPGFSE20016+Length,"16 in, 2 in",Linear Foot,,$45.46,,,93.3¢,54¢,NS-CBPGFSE20016+Length 16 in 2 in $ 45.46 93.3¢ 54¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 1 long side BULLNOSED (1LSBN), other 3 sides sawn",NS-CBPGFB20016+Length,,NS-CBPGFB20016+Length,"16 in, 2 in",Linear Foot,,$47.61,,,93.3¢,54¢,NS-CBPGFB20016+Length 16 in 2 in $ 47.61 93.3¢ 54¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 1 long side BULLNOSED (1LSBN), other 3 sides sawn",NS-CBPGFB20012+Length,,NS-CBPGFB20012+Length,"12 in, 2 in",Linear Foot,,$35.71,,,70.0¢,41¢,NS-CBPGFB20012+Length 12 in 2 in $ 35.71 70.0¢ 41¢
31,natural_stone,BLACK PEARL GRANITE,"Coping - Flamed Top, Sawn Bottom, 1 long side BULLNOSED (1LSBN), other 3 sides sawn",NS-CMBGFB20016+Length,,NS-CMBGFB20016+Length,"16 in, 2 in",Linear Foot,,$47.61,,,93.3¢,54¢,NS-CMBGFB20016+Length 16 in 2 in $ 47.61 93.3¢ 54¢
31,natural_stone,BLACK PEARL GRANITE,"Curbs / Step Fillers - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPGSF6,,NS-SGTBPGSF6,"48 in, 7 in, 6 in",Piece,,$180.18,,,$3.00,$2.95,NS-SGTBPGSF6 48 in 7 in 6 in $ 180.18 $3.00 $2.95
31,natural_stone,BLACK PEARL GRANITE,"Curbs / Step Fillers - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPGSF7,,NS-SGTBPGSF7,"48 in, 7 in, 7 in",Piece,,$205.92,,,$3.00,$2.95,NS-SGTBPGSF7 48 in 7 in 7 in $ 205.92 $3.00 $2.95
32,natural_stone,BLACK PEARL GRANITE,"Steps - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPG1666,,NS-SGTBPG1666,"72 in, 16 in, 6 in",Piece,,$720.00,,,$8.00,$6.42,NS-SGTBPG1666 72 in 16 in 6 in $ 720.00 $8.00 $6.42
32,natural_stone,BLACK PEARL GRANITE,"Steps - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPG1668,,NS-SGTBPG1668,"96 in, 16 in, 6 in",Piece,,$1200.00,,,$16.00,$12.82,NS-SGTBPG1668 96 in 16 in 6 in $ 1200.00 $16.00 $12.82
32,natural_stone,BLACK PEARL GRANITE,"Steps - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPG1674,,NS-SGTBPG1674,"48 in, 16 in, 7 in",Piece,,$547.00,,,$8.00,$6.42,NS-SGTBPG1674 48 in 16 in 7 in $ 547.00 $8.00 $6.42
32,natural_stone,BLACK PEARL GRANITE,"Steps - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPG1675,,NS-SGTBPG1675,"60 in, 16 in, 7 in",Piece,,$684.00,,,$10.00,$8.01,NS-SGTBPG1675 60 in 16 in 7 in $ 684.00 $10.00 $8.01
32,natural_stone,BLACK PEARL GRANITE,"Steps - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPG1676,,NS-SGTBPG1676,"72 in, 16 in, 7 in",Piece,,$820.00,,,$8.00,$6.42,NS-SGTBPG1676 72 in 16 in 7 in $ 820.00 $8.00 $6.42
32,natural_stone,BLACK PEARL GRANITE,"Steps - Flamed Top, Sawn Bottom, 3 side rockfaced",NS-SGTBPG1678,,NS-SGTBPG1678,"96 in, 16 in, 7 in",Piece,,$1367.00,,,$16.00,$12.82,NS-SGTBPG1678 96 in 16 in 7 in $ 1367.00 $16.00 $12.82
32,natural_stone,BLACK PEARL GRANITE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-PCBPGF24X24,,NS-PCBPGF24X24,"24 in, 24 in, 3 in",Piece,,$212.00,,,$4.00,$2.40,NS-PCBPGF24X24 24 in 24 in 3 in $ 212.00 $4.00 $2.40
32,natural_stone,BLACK PEARL GRANITE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-PCBPGF30x30,,NS-PCBPGF30x30,"30 in, 30 in, 3 in",Piece,,$331.25,,,$5.00,$3.76,NS-PCBPGF30x30 30 in 30 in 3 in $ 331.25 $5.00 $3.76
32,natural_stone,BLACK PEARL GRANITE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-JSBPGF2472,,NS-JSBPGF2472,"72 in, 24 in, 3 in",Piece,,$498.00,,,$12.00,$9.01,NS-JSBPGF2472 72 in 24 in 3 in $ 498.00 $12.00 $9.01
32,natural_stone,BLACK PEARL GRANITE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-JSBPGF3672,,NS-JSBPGF3672,"72 in, 36 in, 3 in",Piece,,$747.00,,,$12.00,$10.81,NS-JSBPGF3672 72 in 36 in 3 in $ 747.00 $12.00 $10.81
32,natural_stone,BLACK PEARL GRANITE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-JSBPGF4872,,NS-JSBPGF4872,"96 in, 36 in, 3 in",Piece,,$1056.00,,,$16.00,$14.41,NS-JSBPGF4872 96 in 36 in 3 in $ 1056.00 $16.00 $14.41
32,natural_stone,BLUE ICE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-FSQBIN1001818+size,,NS-FSQBIN1001818+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN1001818+size
32,natural_stone,BLUE ICE,Flagstone Square Cut - Top Natural bottom calibrated 4 sides sawn,NS-FSQBIN100+size,,NS-FSQBIN100+size,1 in,Square Foot,,$6.18,,,38.8¢,20¢,NS-FSQBIN100+size
32,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN1000748+size,,NS-FSQBIN1000748+size,1 in,Square Foot,,$9.14,,,38.8¢,22¢,NS-FSQBIN1000748+size
33,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN1001212+size,,NS-FSQBIN1001212+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN1001212+size
33,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN1001224+size,,NS-FSQBIN1001224+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN1001224+size
33,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN1001824+size,,NS-FSQBIN1001824+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN1001824+size
33,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN1002424+size,,NS-FSQBIN1002424+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN1002424+size
33,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN1002436+size,,NS-FSQBIN1002436+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN1002436+size
33,natural_stone,BLUE ICE,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQBIN100CC+size,,NS-FSQBIN100CC+size,1 in,Square Foot,,$7.83,,,38.8¢,22¢,NS-FSQBIN100CC+size
33,natural_stone,BLUE ICE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBINR20012+Length,,NS-CBINR20012+Length,"12 in, 2 in",Linear Foot,,$17.91,,,70.0¢,41¢,NS-CBINR20012+Length 12 in 2 in $ 17.91 70.0¢ 41¢
33,natural_stone,BLUE ICE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBINR20014+Length,,NS-CBINR20014+Length,"14 in, 2 in",Linear Foot,,$20.90,,,70.0¢,41¢,NS-CBINR20014+Length 14 in 2 in $ 20.90 70.0¢ 41¢
33,natural_stone,BLUE ICE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CBINR20016+Length,,NS-CBINR20016+Length,"16 in, 2 in",Linear Foot,,$23.88,,,93.3¢,54¢,NS-CBINR20016+Length 16 in 2 in $ 23.88 93.3¢ 54¢
33,natural_stone,BLUE ICE,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CDONR20016+Length,,NS-CDONR20016+Length,"16 in, 2 in",Linear Foot,,$23.88,,,93.3¢,54¢,NS-CDONR20016+Length 16 in 2 in $ 23.88 93.3¢ 54¢
33,natural_stone,BLUE ICE,"Coping - Top Natural,1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED TO 1""",NS-CBINRR20012+Length,,NS-CBINRR20012+Length,"12 in, 2 in",Linear Foot,,$20.52,,,70.0¢,41¢,NS-CBINRR20012+Length 12 in 2 in $ 20.52 70.0¢ 41¢
33,natural_stone,BLUE ICE,"Coping - Top Natural,1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED TO 1""",NS-CBINTE20012+Length,,NS-CBINTE20012+Length,"12 in, 2 in",Linear Foot,,$27.48,,,70.0¢,41¢,NS-CBINTE20012+Length 12 in 2 in $ 27.48 70.0¢ 41¢
33,natural_stone,BLUE ICE,"Coping - Top Natural,1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED TO 1""",NS-CBINB20012+Length,,NS-CBINB20012+Length,"12 in, 2 in",Linear Foot,,$30.74,,,70.0¢,41¢,NS-CBINB20012+Length 12 in 2 in $ 30.74 70.0¢ 41¢
33,natural_stone,BLUE ICE,"Coping - Double Sided 14"" - Top Natural, bottom calibrated,2 long side ROCK FACED (2LSRF), other 2 sides sawn",NS-CBINDSR20014+Length,,NS-CBINDSR20014+Length,"14 in, 2 in",Linear Foot,,$22.20,,,82.2¢,48¢,NS-CBINDSR20014+Length 14 in 2 in $ 22.20 82.2¢ 48¢
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1664,,NS-SGNTBICE1664,"48 in, 16 in, 6 in",Piece,,$278.00,,,$8.00,$6.42,NS-SGNTBICE1664 48 in 16 in 6 in $ 278.00 $8.00 $6.42
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1666,,NS-SGNTBICE1666,"72 in, 16 in, 6 in",Piece,,$416.00,,,$12.00,$9.61,NS-SGNTBICE1666 72 in 16 in 6 in $ 416.00 $12.00 $9.61
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1673,,NS-SGNTBICE1673,"36 in, 16 in, 7 in",Piece,,$236.00,,,$6.00,$4.81,NS-SGNTBICE1673 36 in 16 in 7 in $ 236.00 $6.00 $4.81
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1674,,NS-SGNTBICE1674,"48 in, 16 in, 7 in",Piece,,$315.00,,,$8.00,$6.42,NS-SGNTBICE1674 48 in 16 in 7 in $ 315.00 $8.00 $6.42
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1675,,NS-SGNTBICE1675,"60 in, 16 in, 7 in",Piece,,$394.00,,,$10.00,$8.01,NS-SGNTBICE1675 60 in 16 in 7 in $ 394.00 $10.00 $8.01
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1676,,NS-SGNTBICE1676,"72 in, 16 in, 7 in",Piece,,$472.00,,,$12.00,$9.61,NS-SGNTBICE1676 72 in 16 in 7 in $ 472.00 $12.00 $9.61
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGNTBICE1678,,NS-SGNTBICE1678,"96 in, 16 in, 7 in",Piece,,$768.00,,,$16.00,$12.82,NS-SGNTBICE1678 96 in 16 in 7 in $ 768.00 $16.00 $12.82
34,natural_stone,BLUE ICE,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF) - Hollow Step",NS-HSGNTBICE1674,,NS-HSGNTBICE1674,"48 in, 16 in, 7 in",Piece,,$560.00,,,$8.00,$6.42,NS-HSGNTBICE1674 48 in 16 in 7 in $ 560.00 $8.00 $6.42
34,natural_stone,BLUE ICE,"Curbs / Step Fillers - Top Natural, bottom calibrated, 1 side rockfaced",NS-SGNTBICESF731,,NS-SGNTBICESF731,"31 in, 6 in, 7 in",Piece,,$98.33,,,$3.00,$2.95,NS-SGNTBICESF731 31 in 6 in 7 in $ 98.33 $3.00 $2.95
34,natural_stone,BLUE ICE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-PCKBI24X24,,NS-PCKBI24X24,"24 in, 24 in, 3 in",Piece,,$124.00,,,$4.00,$2.40,NS-PCKBI24X24 24 in 24 in 3 in $ 124.00 $4.00 $2.40
34,natural_stone,BLUE ICE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-PCKBI28X28,,NS-PCKBI28X28,"28 in, 28 in, 3 in",Piece,,$168.78,,,$4.67,$3.27,NS-PCKBI28X28 28 in 28 in 3 in $ 168.78 $4.67 $3.27
34,natural_stone,BLUE ICE,"Pier Caps - Flamed or Natural Top, Sawn / Calibrated Bottom, 4 sides rockfaced",NS-JSBI3696,,NS-JSBI3696,"96 in, 36 in, 3 in",Piece,,$960.00,,,$16.00,$14.41,NS-JSBI3696 96 in 36 in 3 in $ 960.00 $16.00 $14.41
34,natural_stone,CARBON BLACK GRANITE,"Flagstone Square Cut - Flamed Top, Sawn Bottom, 4 sides saw cut",NS-FSQCBGF125+size,,NS-FSQCBGF125+size,1.25 in,Square Foot,,$20.00,,,48.8¢,27¢,NS-FSQCBGF125+size
34,natural_stone,CARBON BLACK GRANITE,"Flagstone Square Cut - Flamed Top, Sawn Bottom, 4 sides saw cut",NS-FSQCBGF1252424+size,,NS-FSQCBGF1252424+size,1.25 in,Square Foot,,$20.00,,,48.8¢,27¢,NS-FSQCBGF1252424+size
35,natural_stone,CASPER,"Flagstone Square Cut - Top Natural, bottom calibrated, 4 sides sawn",NS-FSQCASS100+size,,NS-FSQCASS100+size,1 in,Square Foot,,$14.03,,,38.8¢,22¢,NS-FSQCASS100+size
35,natural_stone,CASPER,"Coping - Top Natural, 1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED TO 1""",NS-CCASSRR20012+Length,,NS-CCASSRR20012+Length,"12 in, 2 in",Linear Foot,,$38.97,,,70.0¢,41¢,NS-CCASSRR20012+Length 12 in 2 in $ 38.97 70.0¢ 41¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CCASSR20012+Length,,NS-CCASSR20012+Length,"12 in, 2 in",Linear Foot,,$30.69,,,70.0¢,41¢,NS-CCASSR20012+Length 12 in 2 in $ 30.69 70.0¢ 41¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CCASSR20014+Length,,NS-CCASSR20014+Length,"14 in, 2 in",Linear Foot,,$35.80,,,70.0¢,41¢,NS-CCASSR20014+Length 14 in 2 in $ 35.80 70.0¢ 41¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CCASSR20016+Length,,NS-CCASSR20016+Length,"16 in, 2 in",Linear Foot,,$40.91,,,93.3¢,54¢,NS-CCASSR20016+Length 16 in 2 in $ 40.91 93.3¢ 54¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side SMOOTH FACED (1LSRF), other 3 sides sawn",NS-CCASSS20012+Length,,NS-CCASSS20012+Length,"12 in, 2 in",Linear Foot,,$30.69,,,70.0¢,41¢,NS-CCASSS20012+Length 12 in 2 in $ 30.69 70.0¢ 41¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side SMOOTH FACED (1LSRF), other 3 sides sawn",NS-CCASSS20014+Length,,NS-CCASSS20014+Length,"14 in, 2 in",Linear Foot,,$35.80,,,93.3¢,54¢,NS-CCASSS20014+Length 14 in 2 in $ 35.80 93.3¢ 54¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side SMOOTH FACED (1LSRF), other 3 sides sawn",NS-CCASSS20016+Length,,NS-CCASSS20016+Length,"16 in, 2 in",Linear Foot,,$40.91,,,93.3¢,54¢,NS-CCASSS20016+Length 16 in 2 in $ 40.91 93.3¢ 54¢
35,natural_stone,CASPER,"Coping - Top Natural, bottom calibrated, 1 long side SMOOTH FACED (1LSRF), other 3 sides sawn",NS-CCASSB20012+Length,,NS-CCASSB20012+Length,"12 in, 2 in",Linear Foot,,$35.30,,,70.0¢,41¢,NS-CCASSB20012+Length 12 in 2 in $ 35.30 70.0¢ 41¢
35,natural_stone,CASPER,"Steps - Top Natural, bottom calibrated, 3 sides rockfaced (3SRF)",NS-SGTCASR1664,,NS-SGTCASR1664,"48 in, 16 in, 6 in",Piece,,$475.00,,,$8.00,$6.42,NS-SGTCASR1664 48 in 16 in 6 in $ 475.00 $8.00 $6.42
